1;Dando defeito ; Olá o celular está apresentando muitos problemas, teria como me da um retorno? pq ele tá ligando sozinho, entra na internet sozinho. Liga pra outra pessoa ao invés de ligar pro que eu aperto. 
5;THE BEST; Aparelho show de bola, qualidade excelente, totalmente funcional e original. 
1;muito bom!!!; Bom aparelho dei de presente para minha mae e ela adorou facil de utilizar ideal para idoso eu recomendo. 
1;Muito ruim; O produto está bom mais o carregador explodiu. 
1;Muito ruim; Dessa vez nao gostei do produto o caregador nao carega, e muito fragil. 
5;Excelente; Tudo ok. 
4;Eu colocaria mais recursos nele por ser smartphone; E um excelente produto dentro da meta de desenvolvimento tecnológico dele. 
2;decpcionado; O celular é apenas bonito muito lento parece uma tartaruga pra abrir um aplicativo navegar na internet tem que ter tempo, sem pressa. Não gostei. 
5;Excelente; Produto de qualidade!. 
5;Excelente; O produto eh excelente eu recomendo, é leve pratico di usar a motorola ta di parabéns. 
5;Excelente; Otimo bom produto muito bemsatisfeito. 
1;produto defeituoso; Produto com defeito. Não toca. Não enviou nota fiscal. 
5;Ótimo; Ótimo produto muito mesmo atende as espectativas. 
1;Muito bom amei; Otimo porduto valeu a pena obrigado. 
2;Ruim; Não é original! o áudio não funciona, nem o despertador além de várias outras coisas. 
5;Nota 10; Excelente produto, vale nota máxima 10. Bem elaborado supera todas expectativas merece ser top. 
2;Ruim; O celular corresponde ao valor pago, não da pra esperar mais. 
1;Muito ruim; Muito ruim, muito fraco, deixa muito a desejar, eu não recomendo. 
5;Eu indico podem comprar; Ótimo!! do jeito que eu queria tudo certo. 
2;nem um; Nao gostei comprei celular preto madaram branco totalmente insastifeito. 
1;Muito bom recomendo; Otimo perfeito estado adorei. 
1;muito fragil; Uma mrda usei uma semana e ja deu problena. 
5;Excelente; Ótimo aparelho, bom demais de sinal!. 
5;Excelente, ótimo custo benefício, recomendo!; Ótima estética, performance e preço, melhor do que qualquer modelo nesta faixa de preço de marcas tradicionais aqui no brasil. . Recomendo. 
1;Arrependido de ter comprado ; Muito lento trava toda hora péssimo. 
4;Produto de boa qualidade. Estamos satisfeitos. ; Produto lindo. Excelente qualidade. Adoramos. 
5;Excelente; Excelente super satisfeita. Obrigada. 
4;Bom.; Muito bom produto recomendo a todos q queiram comprar. 
4;Um bom aparelho celular; É um celular de baixo custo, mas que funciona muito bem. 
2;Acabamento ruim; Feito com materiais de baixa qualidade. Teclado não tem a tecla "\". 
5;Excelente; Muinto bom amei superou minhas espectativas. 
1;Defeito; Veio com defeito. 
1;Réplica a caixa veio violada e com defeito no apar; Produto replica,caixa veio violada. 
5;Otimo; Muito bom compre bem oq promete. 
5;Excelente; Mto bom. 
2;Custo benefício bom; Bom pó ser simples. 
1;Deu defeito e não me deram garantia; Infelizmente é uma pena estou muito insatisfeito com o produto,nem acabei de pagar e já apresentou defeito ,bem que me alertaram nos comentários sobre o produto e tudo que eu posso fazer é o mesmo, alertar outras pessoas para que assim como eu não compre para se arrepender depois. Um produto que se diz original não ter garantia de software é brincadeira. 
1;Muito ruim; Me prometeram me mandar a antena da tv digital e ate hoje nao me mandaram. 
5;Bom para o valor; É excelente. Leve funciona corretamente. 
5;Ótimo!; Muito bom mesmo! é de qualidade. Me impressionou pelo design, sem conta com a capa traseira extra! pode compra sem medo!. 
2;Ruim; Não gostei produto não é brasileiro e exportado. 
1;Gostaria de cancelar essa compra; Esse aparelho é do paraguay ou é um aparelho de assistência técnica, pq o mesmo não veio com manual de instrução e nem na caixa original do aparelho e com apenas 3 meses de garantia, se soubesse disso não teria comprado. 
1;NÃO GOSTEI DO PRODUTO; Produto veio na cor errada pedi preto veio dourado produto fabricado no vietnã não gostei. 
1;quro uma troca; Nao funciona a internet 4g muita dificuldade em fazer ligações e a bateria não dura como o prometdo. 
1;Muito ruim; Muito basico , e telefone para criança. Deu muito certo não tem memoria suficiente. Bom. 
5;EXCELENTE; Celular bom mas como todos da samsung trava muito. 
5;Excelente; Ótimo produto acelente custo benefício. Muito rápido pelo preço ótimo. 
2;Recomendo vendendo blz; Ótimo tudo certinho vendendo nata 10 abraço até próxima. 
2;decepção; Boa noite eu estou escrevendo para comunicar sobre a luz do aparelho celular blu joy que fica aceso direito não sei o que fazer sobre isto e com isto descarregar direto. O que eu faço?. 
1;Muito ruim; Muito ruim , se soubesse nao tinha comprado. 
1;Pessimo; Não gostei. Desse celular muito roim. 
2;Não cheguei a usar o produto; Não cheguei a comprar, pois desisti da compra. 
5;Bom; Excelente celular, intermediario custo beneficio. Recomendo. 
1;Pessimo não recomendo; Péssimo celular nem dois meses de uso dando defeito péssimo. 
1;Nn; Fdfdhvft. 
5;muito bom! atendeu minha expectativa!; Muito bom! atendeu minha expectativa!. 
1;Nao veio o Cartão de memoria de 32giga; Incompleto. 
5;Excelente; Muito bom estou satisfeita com o produti. 
1;Prosto de primeira qualidade ; Muito bom era o que eu estava esperando não trava a tv sem por cento digital. 
5;Lindo designer bateria de longa duração ; Produto maravilhoso !!!!!recomendo satisfação 100%. 
5;Principalmente com os acessórios que o acompanham; Muito bom obrigado. 
2;Aparelho bom; O celular em si é muito bom. Gostei. Só o carregador não funciona. 
2;Ruim; Excelente rapido, mas ja solicitei 2vezes a nota fiscal e ninguem responde. 
1;Muito ruim; O celular nao e original foi dinheiro jogado fora decepcionada. 
1;não recomendo.; Estragou com 5 meses de uso. Deu pani no sistema. 
2;Ruim; O carregador do telefone celular veio com defeito, não funciona!. Quero saber como resolver o problema?. Se tenho que devolver o produto?. Ou se vão substituir o carregador defeituoso?. Qual o solução para resolver o problema?. . Grato,. . Armando marcos eleutério de azevedo. 
2;Nao gostei...; Mediano. O carregador não é original e o aparelho trava muito. Ficou devendo. 
2;Ruim; Produto razoavel pelo preco esperava mais. 
1;Muito ruim; O produto em si era bom,as assim q comecei a usar estava com defeito, fiquei muito triste. Pois não esperava q desse problema. 
1;Não gostei muito do produto.; E bom mas o meu deu probema na conexão da antena esterna. 
5;Excelente; Ótimo muito bom eu recomendo ate agora não apresentou problema. 
2;Razoável; Razoável. Espaco interno bom tbm até agora tô gostando. 
5;produto exelente; Produto exelente. Com certeza pretendo comprar mais. Recomendo a todos. 
5;Excelente; Muito bom,ele é ótimo. 
5;Excelente; Ok. 
1;Maravilhoso; Ótimo aparelho, atende todas minhas necessidades. 
5;Tudo ok, sem problemas.; Muito bom o celular, gostei da compra!. 
5;Ótimo celular ; Ótimo até agora sem problema melhor que esperava. 
5;Excelente; Ótimo custo benefício, amei muito. 
1;Ruim ; Veio sem nota fiscal, produto não reconhece chip e desliga o display quando está em uso. 
5;Excelente; Ótimo produto! superou minhas expectativas. 
5;Otimo; Ótimo superou a espectativa. Resolveu meu problema de comunicação ,por completo. Eu indico as pessoas com este problema que pode comprar. 
2;Ruim; Pouca memoria interna e não se consegue passar nada para o cartão de memoria me arrependo de ter comprado. 
4;Muito bom; Otimo recomendo. 
5;otimo negocio; Excente aparelho funcionou muito bem. 
5;Excelente; Gostei recomendo muito, bom de sinal ,bateria também e muito boa. 
4;Otimo; Pelo preço muito bom recomendo pode compra. 
4;Muito bom; Gostei, aparelho muito bom. 
5;excelente vendedor e bom produto; Telefone rural aquário. Excelente produto. 
1;celular errado; Não veio o celular s5 veio a5,. O a5 trava muito além de ser replica,. Fiz a devolução, to no aguardo de outro aparelho. Por isso não sei informa se o s5 e bom ou ruim. 
5;Muito bom vendedor, super recomendo.; Muito bom celeular, excelente qualidade corresponde ao seu gosto. 
2;Ruim; Queima rápido. 
5;Excelente; Muito bom, em ótima qualidade. 
1;Muito ruim; Infelizmente o celular não dar de colocar na antena, pois a entrada é pequena e o encaixe não funciona. 
1;Nao e legal ; Nao gostei. Produto ja usadon, porem novo. Nao recomendo. 
1;Enganoso; Trata-se de produto recondicionado, não sendo de montagem da própria apple. A placa lógica de meu, comprado há menos de 1 ano, queimou, sendo inviável o conserto, tendo perdido o aparelho. 
5;Excelente; Ótimo produto, recomendo. 
4;recomendo; Recomendo. 
1;Muito ruim; Celular muito ruim, material fraco apesar de ser um celular simples deveria ser de mais qualidade. 
5;Ótimo aparelho!; Interface fluida, que até agora não travou. Com duas atualizações já estou com o miui 9. 1. 1. 0, android 7. 1. 2. O mais legal da os dele, customizada pela fabricante, é a possibilidade de desbloquear os aplicativos por meio de senha ou digital. Isso ajuda muito pra quem não gosta que outras pessoas olhem o whatsapp e outros aplicativos de mensagem. 
5;Se precisar, compro o mesmo!; Excelente produto, atende ao que é projetado. 
1;3; Já foi enviado para conserto. 
1;Muito ruim; Estou com muita dificuldades com o produto trava muito. Pois sou taxista dependo muito de um bom funcionamento do aparelho. 
1;Muito ruim; Um dos produtos apesar de ser falsificado presta o outro é horrivel!!!!! não se entende o que fala e o carregador veio estragado, moro longe ate mandar de volta é o maior transtorno. Fica a lição de comprar o produto sem ter confiança. 
5;Excelente; Celular muito bom pra quem n?o exige muito atende muito bem. 
2;Ruim; Estou muito sartifeito. O celular e muito bom. 
1;Muito ruim; Eu devolvi este aparelho, estou aguardando a devolução do meu dinheiro. 
1;O PRODUTO NÃO FUNCIONA COMO MODEM , SOMENTE COMO T; O produto só funciona como telefone celular , não consegui fazer funcionar como modem , inclusive quando voce compra , não informa que precisa adquirir um cabo de acessório para tentar fazer funcionar como modem. Perdi muito tempo tentando fazer funcionar , e no final não funcionou. Não estou conseguindo devolver o produto que não funciona para o fim que comprei , não aconselho a compra para uso como modem. 
2;nao gostei; Ola bom dia. O celular q eu comprei funcionou uma maravilha ate ontem. Agora ele ta deligando sozinho e quando vou manda audio pelo whats nao da para escutar. Começo a usar e derrepente ele desliga do nada. 
5;Ótima aquisição.; Muito bonito e ótimo funcionamento. 
5;Otimo; Protudor muito ?? parabéns. 
4;excelente; Muito bom o produto, fácil instalação gostei muito. 
5;Excelente; Ótima comprá. Excelente aparelho gostei bastante. 
1;Muito ruim; Pessimo mandou outro celular com defeito. 
1;Muito ruim; Pareçe não ser original , já deu defeito. 
2;Pouco satisfeito, mas é o que eu comprei.; O produto é muito básico. Não queria nada sofisticado. Mas um celular com manual em inglês e francês e que para acender a lanterna precisa quase desmontá-lo. É complicado. 
1;No momento estas em perfeitas condições.; Por enquanto está aparentando um bom funcionamento. 
5;Satisfeito ; Muito satisfeito produto de qualidade. 
5;Excelente; Ótimo produto. 
5;O melhor celular que já tive; Muito bom. 
5;Excelente; Asim um produto bom com todas as foncionalidades perfeitas um bom desenpenho cualidade em cuaquer lugar pricipalmente nas areas rurais de baichas topografias muito bom obrigado. 
5;EXCELENTE; Produto muito bom e original,. Gostei do aparelho e recomendo a todos. 
5;Adquiri uma compra excelente!; Produto de excelente qualidade. Fácil manuseio e funcionalidade. Exatamente como eu esperava!. 
1;Horrivel não comprem a ele ; O produto é réplica e outra nem o chip tá pegando muito ruim era um presente pra minha mãe cara ela ficou feliz e depois triste quando soube que n prestava affs tanto que eu pedi. 
4;Boa aquisição. Sugestão para aparelho reserva.; Gostei muito da qualidade do produto. Exemplar novo. 
2;Otimo; Excelente, rápido e prático. Achei ótimo. 
5;Ótimo ; O celular é muito bom, tirar fotos melhor que o modelo anterior. 
5;Muito Bom !!; Produto excelente, e também custo e beneficio muito bom !!. 
2;Bom; O celular é bom funciona bem mais não foi comprida a promessa do brinde porque o fone não veio e sempre que mandei mensagem que o fone não veio não obtive nenhuma resposta até agora. 
1;Nao liga; O meu veio com defeito nao liga nada. 
1;pessimo nunca mais comprar; Oi não gostei de celular,muito ruim volume super baixo tentei recorrer falando sobre a pelicola,mais não era e se soubesse que esse aparelho era ruim nunca teria comprado, se ainda puder gostaria de devolução do meu dinheiro. 
5;Excelente produto; Produto funcionando perfeitamente, tudo correto do jeito que escolhi, obrigado. 
1;Desagradável ; Produto horrível, vendedir horrível estiu hiper arrependido. Produto chinês não e original e pecia ajuda ao mercados livre pois quero meu dinheiro de volta. Me ajude. 
2;Ruim; Qualidade baixa, tem todas as funções, porem muito lento e trava muito, so volta quando tira a bateria. 
2;Ruim; Bom dia! comprei e ja deu problema! como faço pra encaminhar para concerto?. 
4;Muito bom; Bom. 
2;produto simples mas ate agora esta tudo bem; Produto bom so nao gostei muito por esta tudo em ingles e por nao ter nota fiscal e a garantia ser so de tres meses nomais e com nao e ruim nao ate agora vamos ver por quanto tempo. 
4;Muito bom; Excelente!!!. 
1;Péssimo smartphone!; Infelizmente esse smartphone da blu é de péssima qualidade, não se enganem com o visual bonito, pois, apresenta vários problemas. 
4;Ótimo; Gostei muito do produto, é de excelente qualidade. 
1;Nao dura; Bateria não dura e logo esquenta e acaba travando constantemente. 
1;brincadeira, poderia tem avisado.; Brincadeira. Pedi uma cor e me eviaram outra ridicula. Ainda bem que veio direito. 
5;Excelente; Atende muito bem as minhas necessidades, bom desempenho, otimo produto. 
5;Ótimo ; Excelente super recomendo produto de ótima qualidade. 
2;Ruim; Satisfatorio muito legalhsjjdjdjdkekekekek. 
4;Bom; Estou satisfeito, sinal de qualidade pórem alguns canais ficam sem sinal. 
1;Nao recomendo; Péssimo. Não suporta nem whatsapp e olha que tinha um cartão de memória de 32gb (expansão). 
1;Ruim; Produto frágil e a bateria descarrega muito rápido. 
5;exelente; Muito bom exelente produto novo na caixa. 
5;Eficiência ; Produto muito eficaz. Qualidade das fotos boas, armazenamento com bom espaço. Recomendo. Valew. 
4;Muito bom; Atendeu minhas necessidades. Bom aparelho. 
2;Precisa refinar a tecnologia de construção !; Tive problemas no encaixe do chip mas, pelo preço, queria o quê?!!!. 
5;A câmera èotima ele atende meus respeitosos ; Otimo pra mim tá vendo maravilhoso em breve irei compra mas 2. 
5;otimo; Ótimo produto excelente celular atendeu minha expectativa. 
1;Muito ruim; Bom o produto legal bom legal. 
1;Muito ruim; Péssimo produto, péssimo suporte da loja, se durou 3 meses foi muito. 
5;Excelente; Muito bom produto,vale apena pra quem quer um celular de menor valor. 
5;Excelente; Otimo. Muito bom o produto recomendo. 
5;Excelente ; Excelente. Super recomendo a todos!. 
4;Muito bom; Muito bom o produto! respondeu todas as expectativas esperadas. 
5;Excelente; Produto de exelente qualidade, sinal perfeito onde os outros não tem sinal esse é perfeito. 
1;Lamentável!!; Adquirir dois celulares do mesmo modelo em meses diferente, após três a seis meses de uso ambos as baterias ficaram viciadas ao ponto de não conseguir mais ligar o celular e detalhe não consegue achar esse modelo de bateria!. 
5;Muitobom; Produto excelente gostei muito. 
5;Muito bom! !!!!; Muito bom!!!!do jeito que eu queria!!!!. 
4;Muito bom; Até o momento tem correspondido as minhas expectativas !. 
5;OTIMO; Muito bom excelente, vou comprar mais um. 
1;Muito ruim; Ótimo. Muito. Eficiente. E o melhor gostei. Muito. Recomendo. Vale. Apena pode comprar. 
5;Excelente; É um ótimo produto excelente. 
2;Ruim; A marca blu é exelente. Mais este modelo ficou a desejar pois 4 giga interno nao suporto android 6. 0 (memoria insuficiente logo na primeira atualizaçao do sistema). 
5;Excelente; Produto muito bom. Atendeu minhas expectativas. 
2;Ruim; Bom, com poucos recursos. Mas funciona bem. 
1;perfeito ; Muito bom ótimo câmera dele é perfeita só que me roubaram. 
5;muito bom; Otimo produto recomendo a todos. 
5;Lindo e eficiente.; Telefone de otima qualidade, recomendo a toda comunidade do mercado livre. 
1;IPhone com defeito; Iphone com problema! depois de algumas semanas começou a apresentar redução na duração da bateria. Agora, não dura nem 1 hora em uso. Não recomendo. 
5;Otimo; Ótimo maravilhoso amei, e esta num ótimo valor. 
5;ótimo produto e excelente vendedor; Produto de excelente qualidade, funcional e indispensável. 
2;Ruim; Celular veio com o lacre rompido carregador fora do padrão das tomadas brasileiras. 
5;Excelente; Maravilhoso produto! !!. 
5;Excelente; Bom aparelho. 
5;comprem o vendedor é muito responsável; Produto muito bom estou bastante satisfeito. Não superou as minhas espectativas. Pois já possuia um outro aparelho. Portanto posso falar que conhecço, a manos que de muito azar. Mas espero qiue nãpo. 
1;Muito ruim; O produto apresentou defeito e a loja não responde aos emails que eu mando. 
5;Excelente; Muito bom recomendo esse produto. 
1;péssimo.; Muito lento trava toda hora horrível. Não recomendo este produto. 
5;é 10 !!!!!!!!!!!; Muito bom esse produto estalei pega muito bem nota 10. 
2;Boa compra; Bom, atendeu as expectativas e até o momento não tive problemas. 
4;Muito bom produto.recomendo; Bom celular. Nao é otimo mas é mt bom mesmo recomendo. 
5;Excelente; Adorei veio antes do tempo esperado. 
5;Excelente; Recomendo. 
1;Estou satisfeito com minha compra; Produto bom , recomendo. 
4;Muito bom; Um otimo produto em cores excelente q satisfaz as os gostos do cliente. 
4;Otimo; De boa qualidade. Super recomendo. 
1;Muito ruim; Não me dei bem o meu durou uma semana e o suporte não é muito bom demora pra responder e não passa informações precisas pra resolver. 
1;Muito ruim; Uma merda! trava tanto que para vc abrir uma janela leva quase o dia todo e quando vc consegue fazer alguma coisa ele trava dnv. É um celular quebra galho. Se vc tem paciencia ele ate quebra o galho, mais se vc nao tem, vc taca na parede. 
1;Péssimo; Não deu um mês de uso meu celular da blu queimou. 
1;Muito ruim; Vou dá uma estrela, é o segundo aparelho que adquiro dessa marca e os mesmo apresentou o mesmo defeito, a tela do aparelho fica amarelada nas bordas. Não voltarei a comprar mas essa marca,minha opinião. 
1;Produto com defeito; O meu veio com defeito no alto falante não da para escutar só com o fone de ouvido. 
2;Produto ruim; Nao gostei. 
1;Troca muita burocaria ; O aparelho top. Mas para trica muita burocracia. 
4;Muito bom; Ele é muito bom, desde que instale o cyanogenmod e livre-se dos lixos que vem pré-instalados. Só assim que ele fica bem rápido!. 
